age,income,past_spend,days_since_active,device_mobile,promo_email,outcome_ltv
24.0,67410.33,991.24,15,0,0,279.97
45.0,64653.12,91.9,17,1,0,234.82
51.0,94257.91,197.87,15,1,0,269.21
40.0,80469.0,94.64,20,0,0,218.37
58.0,75514.59,459.78,24,1,0,192.98
26.0,38226.21,622.72,19,1,0,301.19
20.0,60535.51,190.68,13,0,0,169.77
18.0,92466.73,387.73,10,0,0,155.04
53.0,70942.41,587.08,20,0,0,223.99
43.0,86488.29,273.52,10,1,0,181.21
34.0,114162.8,962.13,11,1,0,403.39
38.0,95965.15,738.22,21,1,0,310.04
21.0,72328.96,33.43,17,1,0,154.42
64.0,57225.27,485.27,6,1,0,156.58
37.0,20000.0,134.15,14,1,0,82.74
36.0,65790.38,407.68,22,1,1,231.42
44.0,61849.69,1571.98,6,1,1,435.78
41.0,79759.15,1056.24,16,1,1,407.82
38.0,66152.37,259.19,17,1,0,321.02
26.0,61990.37,172.31,20,1,0,128.96
41.0,25515.03,133.55,24,1,0,51.21
58.0,46500.8,380.19,15,1,1,198.49
51.0,81916.28,60.66,13,0,0,188.35
54.0,112897.69,398.45,18,0,0,330.99
29.0,67561.87,0.67,18,0,0,135.37
23.0,78195.28,195.67,13,1,0,298.58
33.0,93811.95,124.19,21,1,0,237.16
36.0,49727.65,1774.02,19,1,1,333.96
48.0,79170.35,649.59,11,0,0,214.24
18.0,51487.75,215.12,14,1,0,198.53
53.0,91620.61,48.72,14,1,1,313.98
33.0,73785.08,363.66,8,1,1,313.12
30.0,77461.3,120.05,9,1,1,269.03
23.0,50435.04,384.4,15,0,0,156.24
18.0,87675.81,902.0,16,1,1,367.78
45.0,122117.82,478.29,11,1,0,388.15
36.0,44802.21,502.27,11,1,1,268.05
20.0,61506.02,389.39,4,1,0,195.21
19.0,75790.19,1310.47,8,0,0,307.15
31.0,89660.16,1343.41,13,1,0,342.27
55.0,56011.34,359.46,18,0,0,161.69
32.0,20000.0,182.47,13,1,1,75.96
18.0,103979.74,307.71,24,1,0,145.69
32.0,89012.65,103.24,18,0,0,162.46
32.0,26426.31,505.77,13,0,0,121.0
18.0,54810.78,346.67,17,1,0,123.4
34.0,109204.56,54.52,18,1,0,278.83
32.0,106194.91,110.1,12,1,0,237.94
43.0,93466.0,326.61,16,1,0,331.27
57.0,65597.19,1092.8,21,1,0,220.4
49.0,72074.69,417.81,14,1,1,300.28
32.0,66726.85,572.12,14,1,0,198.22
22.0,98205.99,207.02,10,0,0,269.1
66.0,48103.94,423.63,13,1,1,268.52
36.0,49855.01,296.54,18,0,0,173.78
35.0,95256.86,538.13,16,0,1,275.96
35.0,68890.96,25.95,18,0,0,179.37
37.0,104461.68,339.92,10,0,0,222.37
33.0,53212.19,175.48,15,0,0,128.48
28.0,68630.54,197.4,16,0,0,209.47
28.0,46939.68,1621.04,15,1,1,290.22
35.0,70184.07,100.87,15,1,0,228.25
28.0,33036.33,186.44,11,0,0,95.05
26.0,57809.16,356.57,22,1,1,347.91
36.0,34093.65,993.99,20,1,1,234.47
32.0,87348.08,269.5,15,0,0,306.91
53.0,87914.73,681.03,13,1,0,327.82
18.0,26743.43,970.27,23,0,0,123.96
48.0,103347.14,185.54,13,1,0,184.16
50.0,132435.38,249.41,14,1,0,317.49
18.0,71150.16,220.46,14,1,0,157.21
31.0,53972.14,894.45,15,0,0,296.38
31.0,140608.26,22.68,10,1,0,301.14
18.0,37025.79,184.39,12,0,0,103.47
26.0,70502.66,568.79,22,1,0,134.09
22.0,74490.56,416.71,11,1,0,239.61
56.0,103628.69,286.61,14,1,0,199.21
46.0,78993.47,388.21,14,1,1,334.31
50.0,57534.15,110.06,16,1,0,173.08
44.0,46220.39,281.69,8,1,1,179.02
21.0,61454.45,348.28,12,1,0,231.57
29.0,44826.82,1157.27,13,1,1,283.61
41.0,71195.63,151.12,18,0,0,97.94
20.0,55895.1,1011.83,20,1,0,300.24
44.0,32649.06,516.75,20,1,0,80.8
32.0,101378.64,10.28,14,1,0,251.14
31.0,57558.19,644.82,10,0,0,230.89
44.0,38296.58,18.1,13,0,0,121.86
40.0,65793.52,2972.51,10,0,1,560.56
31.0,71709.29,1030.36,13,1,1,315.82
49.0,26338.33,176.44,12,0,0,180.89
22.0,78291.19,148.81,27,0,0,215.28
42.0,43821.06,240.18,15,0,0,155.41
42.0,112775.72,220.16,19,1,1,322.14
31.0,83099.01,232.88,14,0,0,162.57
39.0,60002.5,191.57,14,1,0,194.03
20.0,51370.81,485.29,11,1,1,157.96
46.0,67375.81,89.72,16,1,0,178.66
33.0,85319.77,935.34,13,1,0,221.61
29.0,69362.65,836.73,15,1,0,199.0
48.0,64571.03,323.59,17,1,0,106.95
27.0,71459.26,957.74,20,0,0,261.0
18.0,54903.53,141.94,11,1,1,291.17
18.0,61419.85,8.86,21,1,0,149.13
42.0,20000.0,482.75,14,1,0,133.17
20.0,94343.16,306.16,18,0,0,241.7
56.0,77469.94,418.7,16,1,0,248.94
18.0,50663.6,1148.0,22,1,0,245.48
55.0,117468.37,1752.04,19,0,0,286.39
38.0,72175.41,503.18,13,1,0,263.98
34.0,44096.41,722.08,15,1,0,220.46
28.0,91418.44,43.76,12,1,0,195.1
40.0,79951.21,87.6,22,1,0,75.95
35.0,79864.5,660.64,9,1,1,370.01
48.0,59356.11,282.26,16,1,0,181.27
36.0,81262.39,295.26,20,0,0,180.03
37.0,63456.04,184.52,16,1,0,172.7
31.0,83898.54,467.43,20,1,0,278.13
34.0,22376.39,102.38,22,0,0,180.87
39.0,59153.16,492.98,17,1,0,190.95
18.0,113053.88,95.46,18,1,0,266.35
19.0,50823.31,32.98,13,1,0,87.75
44.0,54904.04,200.51,10,1,1,205.23
37.0,58800.97,131.42,13,1,0,147.94
33.0,39629.85,1099.07,13,0,0,272.05
35.0,20000.0,28.26,8,1,0,117.77
39.0,64235.34,97.16,20,1,0,244.65
29.0,73396.49,397.83,18,0,0,126.06
26.0,68687.37,327.99,16,0,1,215.34
37.0,66378.04,23.47,13,1,0,214.21
23.0,71076.02,3.64,18,0,0,228.96
40.0,95571.04,2214.26,18,1,1,541.35
18.0,65238.85,537.69,9,1,0,-7.03
47.0,55647.94,227.39,16,1,0,114.86
41.0,62971.86,317.85,18,1,0,188.5
38.0,84483.67,155.0,10,1,0,169.5
47.0,105300.67,211.46,13,1,0,265.0
55.0,54296.41,523.55,18,1,0,269.88
47.0,72473.34,1071.99,11,1,0,351.45
18.0,78458.94,101.75,15,1,0,227.54
20.0,45185.55,917.42,21,0,0,186.89
28.0,70510.43,64.8,17,0,0,138.77
35.0,33358.15,121.03,7,1,0,152.71
41.0,25773.74,18.94,18,0,0,68.71
26.0,79168.66,75.88,16,1,0,186.91
37.0,60403.13,1246.29,18,1,0,181.87
26.0,75057.01,307.57,12,1,0,171.14
28.0,69552.63,40.42,11,1,0,208.74
18.0,45590.0,1606.03,11,0,0,224.73
24.0,68868.64,1055.95,17,0,0,272.62
19.0,39172.47,702.6,14,1,0,191.23
23.0,104774.31,1355.07,21,1,0,376.6
48.0,36100.74,124.31,14,1,1,184.42
24.0,65105.37,905.07,11,1,0,280.1
67.0,43943.21,585.58,14,0,0,137.25
41.0,84260.53,1019.19,12,1,0,223.06
37.0,61714.22,797.06,15,1,0,179.46
25.0,57033.33,212.7,16,0,0,189.83
43.0,91330.04,744.49,12,1,1,330.2
28.0,70735.76,152.21,17,0,0,120.66
36.0,82916.11,199.19,15,1,0,153.44
66.0,45466.85,57.09,14,1,0,26.34
34.0,34879.58,1367.27,20,1,0,159.14
49.0,72680.2,171.95,27,1,0,208.58
27.0,62028.84,367.63,16,0,0,142.98
35.0,85660.87,248.24,15,1,1,234.57
56.0,68002.29,1608.54,11,0,0,299.28
27.0,75126.88,204.02,20,1,0,206.18
57.0,29415.44,753.77,17,0,0,58.67
43.0,117210.92,966.95,11,0,0,406.78
28.0,65893.95,286.0,17,1,0,104.34
43.0,87439.67,237.55,20,1,0,188.86
47.0,49097.71,688.66,9,0,0,178.65
42.0,77700.25,1220.33,14,1,0,271.36
18.0,37428.88,703.11,19,0,1,219.86
26.0,81301.7,128.82,7,1,0,250.41
32.0,61100.65,1096.0,6,0,0,267.76
34.0,70729.76,245.17,18,1,0,149.69
42.0,87449.35,429.28,17,0,0,256.69
37.0,39186.49,890.22,12,1,0,203.76
19.0,52887.71,104.37,17,0,0,98.74
40.0,81433.11,767.42,13,1,0,265.72
42.0,122455.54,453.37,14,1,1,413.42
42.0,66547.94,1119.06,8,0,0,235.72
48.0,84778.4,94.35,13,0,0,243.28
45.0,67325.71,272.95,15,0,1,286.62
41.0,118556.14,894.41,14,1,0,387.07
34.0,26319.46,9.71,21,1,0,93.37
18.0,72365.53,59.51,15,1,1,227.19
40.0,29361.4,2331.68,15,1,1,408.74
37.0,20000.0,164.53,12,1,0,67.57
38.0,77436.55,1855.42,10,1,1,512.68
20.0,73487.44,100.77,18,0,0,164.8
22.0,62879.08,224.0,15,1,1,273.18
48.0,67345.15,698.92,15,0,0,241.74
35.0,147457.49,536.15,14,1,0,411.19
43.0,63545.62,435.09,15,0,0,108.87
35.0,82753.11,377.4,17,1,0,140.43
35.0,53765.88,927.16,14,0,0,255.83
46.0,77380.81,133.91,15,1,1,297.72
29.0,64044.16,292.12,21,0,0,126.52
36.0,59737.04,84.48,25,1,0,146.14
29.0,115472.46,453.1,7,1,0,241.86
30.0,99429.62,144.2,11,1,0,404.49
31.0,73418.67,203.11,17,1,0,248.73
38.0,20000.0,318.62,21,0,0,110.98
29.0,60974.77,13.57,13,1,0,151.09
50.0,137575.69,48.22,14,0,0,271.04
24.0,64233.46,579.07,18,1,0,134.86
33.0,97580.44,280.16,17,0,0,233.49
30.0,106048.56,1000.46,14,0,0,291.16
52.0,75474.1,593.18,13,1,1,280.99
37.0,48954.46,4.07,9,1,0,59.48
47.0,20000.0,479.48,12,1,0,126.43
18.0,87104.08,49.21,16,1,0,178.28
38.0,49631.1,759.19,14,1,0,223.93
46.0,74403.76,2384.3,21,1,0,418.09
36.0,38754.49,378.79,9,1,0,158.86
48.0,63369.06,574.08,15,1,0,337.12
29.0,70842.98,135.45,16,1,0,214.42
52.0,76714.84,287.77,18,1,0,133.18
63.0,42129.45,969.3,20,1,0,214.13
31.0,99922.77,91.61,23,1,0,210.31
30.0,55077.63,154.31,15,1,1,156.26
52.0,28138.26,294.78,12,1,1,80.09
54.0,67274.41,622.83,16,0,0,237.49
29.0,70859.38,235.71,16,1,0,218.17
30.0,74014.74,1313.69,21,0,0,235.09
32.0,104053.31,49.61,15,1,0,281.58
19.0,64088.78,231.66,13,1,0,189.59
24.0,67009.51,617.14,15,1,0,275.53
23.0,42420.39,128.08,23,1,0,156.13
26.0,90513.84,534.16,15,0,0,246.52
35.0,74607.73,89.69,12,1,0,265.96
38.0,59499.31,28.8,22,0,0,71.67
54.0,22383.13,64.49,19,1,1,215.81
23.0,106110.3,1329.52,13,1,1,457.33
47.0,39308.0,401.2,15,1,0,136.34
32.0,55218.05,795.67,17,1,0,177.64
34.0,78958.61,202.22,10,1,0,189.3
43.0,40086.05,449.05,14,1,0,293.25
22.0,32662.26,341.55,12,0,0,102.34
40.0,20000.0,1456.97,24,0,0,230.25
37.0,88024.92,688.32,18,1,0,247.11
41.0,56370.34,655.67,13,1,0,249.14
38.0,143181.75,23.73,17,1,0,277.53
64.0,45141.12,398.89,17,1,0,158.98
27.0,46963.72,314.61,13,0,0,180.82
29.0,55865.18,1314.45,12,1,0,233.08
28.0,76078.37,148.76,10,0,1,434.74
28.0,58244.92,157.24,15,0,0,186.26
27.0,85308.31,264.96,23,1,0,189.81
49.0,45535.29,139.44,18,1,0,84.15
52.0,35460.21,69.16,16,1,0,100.42
28.0,25044.63,973.91,16,1,0,104.68
25.0,20000.0,408.54,10,1,0,199.97
41.0,57048.27,987.95,17,0,0,250.45
28.0,62475.49,889.33,12,1,1,321.27
43.0,54214.07,165.67,22,0,0,183.29
37.0,101085.14,396.75,11,0,0,233.77
18.0,100700.76,43.44,10,0,0,177.95
54.0,61629.93,1234.04,9,1,0,272.16
57.0,25151.97,258.98,13,0,0,106.58
28.0,55832.37,250.17,15,1,0,183.21
30.0,55004.47,180.31,17,1,0,70.23
38.0,53571.63,308.71,13,0,0,139.2
39.0,52557.03,145.02,13,0,1,59.99
43.0,53663.43,234.88,16,1,0,89.7
59.0,60336.46,804.59,24,0,0,238.89
33.0,54111.47,898.65,12,1,0,272.14
25.0,75208.06,181.33,12,1,0,137.45
18.0,79009.22,316.51,19,1,0,185.44
26.0,47233.87,1035.02,13,1,0,223.25
35.0,101776.63,27.06,9,1,0,292.16
57.0,45498.44,1099.77,14,1,0,299.43
29.0,29554.98,123.71,12,1,0,105.13
38.0,79519.45,567.44,15,1,1,320.93
35.0,49564.8,436.8,16,1,0,88.62
49.0,78032.29,402.53,14,1,1,314.62
65.0,20000.0,980.78,15,1,1,286.66
29.0,104811.4,53.55,10,1,0,309.49
29.0,86807.34,213.11,18,1,0,217.67
48.0,32488.09,386.37,16,1,0,136.78
43.0,33030.57,833.77,13,1,1,187.95
57.0,111806.65,121.96,16,1,0,235.95
42.0,51565.5,812.1,9,0,0,223.72
31.0,49145.38,255.11,21,1,0,139.33
42.0,20000.0,104.69,20,1,0,111.01
48.0,61230.54,711.45,13,1,1,340.29
45.0,64307.01,47.65,14,1,0,181.41
41.0,87887.33,361.56,16,1,0,179.97
48.0,35023.04,33.0,9,0,0,57.28
49.0,31992.83,220.35,6,1,0,79.63
52.0,81274.07,459.49,14,1,1,335.25
43.0,95168.25,406.1,18,1,1,254.91
33.0,30721.19,259.31,13,1,0,111.06
37.0,97037.85,280.23,15,0,0,312.53
49.0,70938.55,128.59,25,1,0,188.08
25.0,97295.13,304.3,17,1,0,223.48
39.0,68244.49,1531.52,14,1,0,276.73
30.0,20000.0,950.07,10,1,0,205.29
35.0,66200.82,78.46,13,1,0,179.55
50.0,96503.6,15.12,16,1,0,200.2
37.0,47656.35,1355.46,13,1,0,225.41
36.0,60300.88,374.07,13,1,0,185.83
19.0,65596.66,385.92,15,1,1,268.39
44.0,20000.0,758.7,10,0,0,185.09
43.0,111783.69,188.94,11,1,0,332.52
61.0,47465.61,328.8,19,1,0,71.45
31.0,82643.39,1731.48,18,0,0,291.14
38.0,67832.47,557.6,16,1,0,276.83
38.0,101440.48,83.47,21,1,0,227.52
54.0,80151.4,71.49,11,1,0,138.87
34.0,64126.89,114.24,17,1,1,289.54
38.0,47662.12,727.74,13,1,1,275.17
42.0,89946.27,175.05,15,1,0,327.56
37.0,23163.97,10.81,16,1,1,95.69
30.0,86147.26,1442.76,12,1,1,506.83
37.0,42523.88,92.99,21,1,1,91.26
48.0,101307.09,4.8,14,0,0,294.9
23.0,74032.49,135.33,22,1,0,214.81
37.0,86103.09,133.96,12,1,0,291.82
27.0,72049.72,274.1,14,1,0,249.04
49.0,26190.57,1265.31,14,1,0,195.96
18.0,48481.77,1056.75,15,1,0,164.08
28.0,86809.73,305.23,19,1,0,186.04
40.0,74166.4,264.58,10,1,0,116.73
54.0,99524.75,404.85,19,1,0,205.49
34.0,80081.86,139.5,17,0,0,211.41
28.0,45832.45,26.8,12,1,0,117.96
58.0,50098.4,1400.28,8,1,1,321.86
18.0,72572.93,103.33,11,1,0,143.82
18.0,20000.0,110.57,15,1,0,-17.56
40.0,111836.05,319.77,17,1,0,280.75
29.0,81043.67,338.26,18,1,0,228.87
23.0,100675.86,9.3,16,1,0,170.7
44.0,30484.9,80.06,14,1,0,64.3
38.0,101114.13,237.53,23,0,0,307.09
28.0,125787.47,575.58,21,0,0,375.11
20.0,36978.04,129.66,13,1,0,36.7
45.0,89285.04,274.97,16,0,0,219.84
43.0,70027.75,407.48,20,0,0,263.55
34.0,31389.15,1097.28,17,0,1,229.67
57.0,82322.1,197.31,22,1,0,176.93
22.0,90840.08,71.68,15,0,0,263.49
18.0,54971.84,335.96,16,1,0,210.89
27.0,99147.91,686.63,13,1,0,337.72
34.0,28330.91,58.19,8,0,0,83.38
38.0,32631.1,276.42,25,0,0,126.05
32.0,73414.93,8.97,16,1,0,240.46
39.0,70634.63,17.07,17,0,0,156.48
20.0,52085.66,329.81,12,1,0,142.98
52.0,90239.86,177.05,13,1,0,283.69
34.0,83272.36,932.51,19,1,0,374.07
48.0,91453.48,460.85,7,0,1,475.49
39.0,66921.59,302.51,12,0,0,171.37
40.0,85064.51,262.07,18,0,0,196.63
42.0,58858.74,343.83,19,1,0,112.64
40.0,121345.47,20.64,15,1,1,409.32
43.0,49686.36,1116.5,17,1,0,173.32
51.0,122632.44,3189.49,22,1,0,543.88
37.0,70872.2,100.13,15,1,0,206.81
44.0,35612.23,64.13,8,1,0,131.14
34.0,104201.98,77.5,12,1,0,151.62
52.0,73147.53,540.92,12,0,1,389.41
27.0,91278.1,541.53,14,1,0,204.36
57.0,100596.4,941.69,12,0,0,273.31
35.0,78448.89,696.81,17,1,1,279.32
18.0,55193.98,298.64,13,1,0,131.19
37.0,94392.83,474.48,14,1,0,213.39
27.0,70018.89,582.83,14,1,0,176.7
45.0,87146.45,359.48,6,1,0,125.03
27.0,20000.0,322.8,14,1,0,100.78
30.0,81174.54,517.96,20,0,0,235.75
18.0,54035.35,407.63,13,0,0,285.05
30.0,111332.74,516.33,22,1,0,304.62
18.0,85577.18,474.48,15,1,1,327.85
18.0,75996.44,635.05,11,0,0,183.46
44.0,82157.75,514.73,17,0,0,226.98
44.0,45038.98,366.72,17,1,0,165.19
40.0,110581.42,572.53,13,0,0,277.25
23.0,119784.26,298.45,15,1,0,292.46
34.0,79822.84,138.32,7,1,0,304.35
35.0,109760.09,0.71,15,1,0,220.39
21.0,55771.3,410.45,20,1,1,150.97
53.0,50072.16,446.6,16,1,0,206.48
46.0,71023.12,1788.65,11,1,1,450.39
32.0,80873.53,224.3,12,0,0,124.73
35.0,60150.33,250.55,19,1,0,178.74
38.0,83444.2,112.7,18,1,0,142.27
18.0,77659.74,36.57,12,1,1,313.2
32.0,45042.33,740.97,16,1,0,277.55
27.0,82969.83,143.63,17,1,1,294.52
23.0,91588.21,469.4,12,0,0,310.28
32.0,74286.73,582.01,18,0,0,159.35
57.0,98816.2,318.61,19,1,0,165.52
43.0,39564.91,1045.16,12,1,1,366.23
28.0,81698.76,293.31,19,0,0,220.12
42.0,40742.98,167.67,12,1,0,156.09
52.0,42147.97,1131.76,16,1,0,273.07
46.0,54226.73,988.67,15,1,0,200.93
36.0,46448.5,89.59,19,0,0,155.11
27.0,56300.1,13.15,19,1,0,159.59
43.0,64646.24,47.15,19,0,0,81.27
40.0,90928.86,168.82,14,1,0,296.39
46.0,61971.02,1792.44,16,1,0,386.53
43.0,30359.36,408.81,15,1,0,57.41
48.0,98501.7,233.61,7,1,0,266.38
29.0,49072.75,1097.84,16,1,0,214.38
51.0,68531.99,301.78,15,1,0,258.16
37.0,81163.41,189.34,14,1,0,132.73
60.0,74990.26,1416.97,19,1,0,483.8
27.0,97354.49,946.95,12,0,0,306.68
56.0,81975.08,927.89,20,0,0,303.66
37.0,48467.26,359.01,12,0,0,228.21
27.0,124464.05,778.99,17,0,0,333.03
29.0,74858.34,98.83,21,1,0,161.85
31.0,66316.49,425.75,14,1,0,172.07
40.0,94098.14,2062.79,15,0,0,370.2
41.0,76236.27,171.92,13,1,0,207.26
28.0,79980.7,790.8,17,1,0,248.28
35.0,132304.6,337.14,20,0,0,282.85
61.0,63121.96,20.31,20,1,0,115.73
56.0,62055.98,719.89,17,0,0,240.91
40.0,72914.46,92.3,16,1,0,133.18
35.0,96787.9,499.12,13,1,0,255.14
36.0,32336.65,44.78,15,0,0,134.08
42.0,20861.1,1467.48,13,1,0,224.83
23.0,55322.12,172.46,13,0,0,99.41
32.0,29151.93,128.39,18,0,0,83.95
18.0,59379.22,69.13,16,1,0,165.52
40.0,82562.49,1459.41,14,1,0,382.53
43.0,47731.28,622.23,12,1,0,145.92
29.0,34329.34,676.74,10,1,0,138.41
54.0,71733.43,345.98,16,0,0,161.31
20.0,91563.59,321.92,11,1,1,329.96
18.0,27625.66,58.28,18,1,0,95.33
38.0,90505.81,410.31,19,1,0,263.77
48.0,90432.66,141.79,18,1,0,261.59
55.0,93852.13,1889.3,14,0,0,394.08
29.0,100462.01,796.24,20,1,0,220.28
48.0,125050.35,266.36,14,1,0,332.21
35.0,61097.7,82.05,23,1,0,142.36
33.0,72739.29,769.33,12,0,0,251.41
46.0,59589.04,65.08,12,0,0,87.52
43.0,70049.42,104.95,14,0,0,162.8
18.0,108321.83,118.82,14,1,0,190.84
53.0,36374.64,406.97,10,1,0,167.54
52.0,48473.76,773.36,22,0,0,158.79
27.0,104429.52,188.67,9,0,0,233.75
40.0,95500.91,44.24,19,1,0,130.57
41.0,60921.71,312.31,14,0,0,226.43
38.0,91360.05,689.38,16,0,0,256.73
28.0,78530.4,125.3,13,1,0,197.94
27.0,107506.87,124.18,16,1,0,208.66
35.0,71862.74,1470.88,12,1,1,326.3
49.0,95640.8,1541.23,16,0,0,336.82
42.0,136050.3,2326.43,22,1,1,644.96
31.0,84952.48,824.24,22,0,0,272.97
44.0,71233.2,104.24,13,1,0,159.14
18.0,88061.17,119.12,12,1,0,178.12
49.0,60867.98,207.93,9,1,0,99.36
18.0,129699.19,191.46,19,0,0,292.97
31.0,74501.78,1567.82,18,1,0,279.96
22.0,63176.67,778.12,23,1,0,274.21
19.0,49107.77,643.69,14,0,0,192.09
49.0,97430.5,102.87,22,1,0,239.25
29.0,91679.69,1201.34,17,0,0,307.05
39.0,57566.14,879.75,11,1,1,316.66
34.0,84411.28,89.35,16,1,0,151.22
41.0,32286.1,1024.63,16,1,0,126.12
36.0,74624.26,158.9,21,0,0,173.89
20.0,81318.91,42.16,14,1,0,217.37
47.0,112683.25,534.75,16,0,0,199.55
29.0,50729.53,530.38,22,1,0,135.54
18.0,38041.18,49.87,15,1,0,193.18
30.0,47614.3,191.99,8,1,0,172.39
53.0,36585.79,2467.84,21,0,0,404.84
45.0,103416.43,567.26,15,1,0,251.86
31.0,108715.98,654.81,16,1,0,278.02
31.0,78005.41,119.71,12,0,0,242.32
31.0,100532.37,41.03,11,1,0,264.34
60.0,73348.96,162.11,11,1,0,186.19
40.0,67622.21,143.11,12,1,1,197.76
40.0,61674.06,133.64,11,1,0,222.55
47.0,62240.23,107.06,9,1,0,292.7
38.0,31304.96,427.55,15,0,0,46.77
32.0,76606.37,198.83,17,1,1,357.44
33.0,68991.65,858.36,16,1,0,218.4
34.0,88634.02,101.64,10,0,0,200.76
35.0,72338.09,312.4,14,1,1,303.96
44.0,65932.41,6.88,15,0,0,92.28
36.0,48220.17,328.58,13,1,0,151.44
44.0,71803.83,28.73,12,1,1,179.33
34.0,88455.93,1902.11,15,1,1,519.87
36.0,41416.53,781.74,14,1,0,294.69
18.0,72186.84,336.78,11,1,1,274.76
46.0,75826.07,45.28,14,1,0,169.74
39.0,52048.38,448.79,16,1,0,161.0
47.0,55303.59,710.99,11,1,0,259.03
18.0,75765.27,105.8,20,1,0,192.39
60.0,41664.47,419.91,20,1,0,181.34
33.0,78748.09,841.57,19,1,0,228.34
48.0,47616.14,731.04,13,1,0,214.02
23.0,96571.34,812.26,19,1,0,117.98
42.0,128445.69,1057.32,27,0,0,392.0
22.0,48481.08,1387.75,8,1,0,208.85
28.0,83355.2,260.04,14,1,0,198.33
58.0,51831.45,420.56,16,1,0,200.98
33.0,96023.85,781.9,14,1,0,215.43
38.0,38368.54,597.24,7,0,0,226.93
45.0,82014.67,2704.09,14,1,1,547.02
41.0,48175.28,6.89,17,1,0,185.69
37.0,64825.39,219.36,11,1,0,134.44
39.0,44224.37,164.97,11,0,0,42.31
64.0,90558.76,152.12,16,0,0,212.88
34.0,49075.49,125.85,13,1,0,164.09
37.0,83799.11,617.43,26,1,0,260.89
48.0,61397.55,44.28,12,0,0,96.45
48.0,67138.19,676.64,10,1,0,150.71
49.0,73693.9,591.15,19,1,0,202.89
43.0,50954.38,144.38,22,0,0,148.17
21.0,75259.18,145.73,12,1,0,214.38
55.0,108258.36,495.59,14,1,0,366.68
21.0,50547.63,718.1,14,1,0,176.23
39.0,99295.25,1045.7,8,0,0,244.92
26.0,107452.44,955.74,17,1,0,386.31
34.0,49596.13,1674.53,25,0,0,276.41
39.0,33623.63,435.4,16,1,0,142.9
39.0,77549.02,1196.56,19,0,0,325.11
40.0,56314.81,826.47,16,0,0,276.46
54.0,116715.08,1125.32,14,1,0,366.81
40.0,70870.19,5.85,14,1,0,223.15
32.0,49945.01,1689.27,9,1,0,328.42
47.0,41321.01,320.78,10,1,0,111.94
49.0,97247.62,800.2,15,1,1,392.96
20.0,55720.4,68.03,16,0,0,167.08
42.0,71095.72,252.04,17,1,0,147.95
43.0,93895.07,158.36,13,1,0,271.95
31.0,57893.54,172.41,18,1,0,154.94
52.0,68851.78,65.77,23,1,0,167.36
33.0,69585.79,819.34,15,1,1,403.62
37.0,87083.11,4.64,19,0,0,204.46
33.0,84768.61,187.35,13,1,1,321.65
35.0,64497.16,95.83,14,0,0,156.45
22.0,71591.23,444.63,13,0,0,204.91
18.0,60705.52,146.68,20,0,0,161.69
54.0,33059.69,149.88,15,1,0,169.27
25.0,76440.02,335.05,15,1,0,175.8
23.0,117304.79,528.77,8,1,0,287.11
18.0,47907.02,64.66,14,1,0,188.53
27.0,50674.26,96.5,20,0,0,92.69
19.0,48231.81,141.96,14,1,0,143.46
55.0,88114.79,1820.01,19,1,0,340.64
47.0,81212.14,253.05,13,1,0,127.75
27.0,66036.56,456.88,21,1,1,285.84
62.0,47049.52,138.23,14,1,0,185.68
47.0,72309.42,337.12,14,1,0,197.23
31.0,30884.45,38.5,15,0,0,11.54
18.0,73585.66,17.68,16,1,0,172.39
62.0,91788.11,316.25,14,1,0,199.4
18.0,38720.02,254.3,23,1,0,-24.11
18.0,31687.04,73.6,19,1,1,138.88
47.0,109485.95,581.74,20,1,0,313.03
64.0,54706.01,2474.08,10,0,0,445.7
52.0,98398.7,251.8,20,1,0,319.82
42.0,66150.06,489.83,13,1,0,237.83
42.0,65951.13,1648.09,7,0,0,379.39
45.0,80960.32,890.51,11,0,0,214.74
44.0,47900.03,311.39,7,1,0,244.03
38.0,73312.43,668.73,16,1,0,294.87
36.0,60462.76,68.56,13,0,0,133.43
34.0,36987.66,358.83,10,1,1,231.3
26.0,78437.05,163.6,12,1,0,228.29
32.0,63417.3,87.87,18,1,0,223.13
18.0,66074.38,277.81,11,1,0,180.37
34.0,39745.98,70.21,20,1,0,59.2
23.0,109785.01,600.3,16,1,1,408.82
22.0,91917.85,304.62,8,1,0,293.14
37.0,94103.9,378.73,16,0,1,261.11
52.0,62363.88,79.13,20,1,0,-7.21
46.0,26770.43,75.28,13,1,0,129.78
18.0,118822.93,437.83,14,1,0,317.17
23.0,68472.56,2100.18,12,0,1,468.3
46.0,51280.01,50.6,15,1,0,62.34
23.0,80420.04,168.25,12,0,1,224.49
32.0,99178.02,1018.03,15,1,0,288.43
42.0,69423.74,37.51,19,1,0,172.68
23.0,101964.38,1043.28,17,0,0,294.97
36.0,97075.0,371.47,12,0,0,302.3
19.0,43090.47,262.35,20,1,0,74.71
28.0,53155.25,185.3,14,1,0,120.87
39.0,93938.43,176.28,18,1,0,254.67
18.0,20000.0,182.5,15,1,0,59.4
40.0,66263.61,1080.56,16,1,0,242.22
35.0,34229.22,643.31,14,1,0,122.61
42.0,58086.15,553.91,9,0,0,162.12
38.0,62529.5,801.6,9,0,0,254.93
51.0,61043.89,148.61,19,1,0,173.13
37.0,56193.47,481.22,19,1,0,183.87
30.0,42571.41,308.15,24,0,0,87.15
36.0,127297.78,762.64,18,1,0,334.79
42.0,116686.55,184.99,24,1,0,333.67
