distance,package_weight,driver_experience,traffic_index,is_rush_hour,weather_bad,ai_optimized_route,delivery_time
55.18,2.98,5,3.2,0,0,0,112.2
112.45,9.46,8,4.2,0,0,1,163.0
121.74,7.71,5,6.4,0,0,0,245.3
73.91,26.78,4,3.5,1,0,0,117.9
1.0,14.73,6,7.4,0,1,0,67.0
5.74,10.69,4,6.4,1,1,0,91.3
67.32,2.22,4,7.3,0,0,1,155.0
87.54,7.02,4,5.2,0,0,1,143.6
47.31,2.19,2,9.3,0,0,0,122.6
22.61,34.51,5,4.2,1,0,0,104.5
10.17,4.71,2,6.9,0,0,0,42.1
56.42,3.85,4,5.8,1,0,0,141.4
26.61,6.04,5,9.3,0,0,0,135.9
23.17,11.15,4,5.3,1,0,0,87.7
31.73,0.7,3,9.9,0,0,0,106.3
90.5,3.6,5,3.6,0,0,0,149.5
51.46,46.14,6,8.6,1,0,0,173.8
40.52,11.01,7,9.9,1,0,1,72.2
19.26,10.07,1,2.3,0,0,0,42.1
19.7,12.29,1,4.2,0,0,0,54.5
221.79,2.04,6,7.4,0,0,1,326.8
31.91,97.25,5,9.1,1,0,0,130.5
13.17,16.27,3,7.7,1,0,0,63.9
63.92,4.74,4,2.0,0,1,0,140.9
69.44,16.02,6,6.0,0,0,0,156.9
23.87,21.4,8,4.2,0,0,0,66.7
77.32,2.76,8,1.9,1,1,1,139.6
101.98,91.56,2,7.0,0,0,0,254.8
88.5,8.57,4,4.5,0,0,1,120.2
3.76,4.11,5,1.0,1,0,0,17.1
78.6,26.53,5,2.4,0,0,0,136.3
25.64,3.28,4,9.1,0,0,1,84.0
5.64,1.32,2,8.5,0,0,0,40.9
111.39,1.93,5,9.4,0,0,1,179.6
33.6,1.2,6,5.2,0,0,0,91.2
104.79,3.91,2,7.2,0,1,0,233.8
45.64,13.66,4,6.0,0,0,0,108.4
19.68,9.86,2,5.9,0,1,0,78.9
43.13,5.43,7,3.5,0,1,0,102.0
158.49,3.28,7,8.7,0,0,1,222.6
48.66,6.06,4,2.7,1,1,1,69.7
84.14,5.49,5,6.8,1,0,1,139.9
100.05,7.48,10,9.4,0,0,0,204.8
24.82,1.27,6,7.2,0,0,0,75.6
8.52,59.25,3,6.6,1,0,0,109.5
185.66,2.02,7,3.9,0,0,1,238.1
109.71,2.68,8,5.2,0,0,0,188.7
44.92,7.72,5,1.5,1,1,0,102.5
145.94,26.85,6,1.4,1,0,1,210.8
47.37,19.9,8,1.0,0,0,0,78.0
48.65,2.32,8,4.3,1,0,0,87.7
49.6,1.42,3,1.1,0,0,0,94.0
87.23,18.22,6,7.3,0,0,0,189.7
18.76,4.01,5,7.8,1,0,0,137.6
18.58,9.87,6,5.8,0,0,0,46.2
1.66,9.3,7,4.4,0,0,0,10.0
82.73,2.51,5,1.1,0,0,0,137.6
15.28,6.91,6,8.7,0,0,0,60.1
12.37,17.37,1,7.7,0,0,0,69.3
32.25,8.29,6,3.0,0,0,0,74.1
97.67,2.37,5,5.1,0,0,1,143.2
45.66,8.2,2,9.8,1,0,0,151.6
92.44,14.23,4,7.3,1,0,1,151.5
1.0,8.24,7,3.6,0,0,0,29.5
10.5,8.2,7,3.9,0,1,0,57.0
63.12,8.87,5,9.4,1,0,0,143.2
16.69,1.76,7,5.1,0,1,0,65.8
139.38,3.73,2,3.1,0,0,0,235.9
70.39,6.36,5,5.9,0,0,0,147.8
60.27,5.37,3,7.6,1,1,0,149.6
1.0,4.8,1,5.5,0,0,0,49.6
58.82,4.0,8,3.6,0,0,0,95.4
37.2,10.42,8,6.7,0,0,0,104.6
9.49,10.14,4,7.3,1,0,0,80.5
44.2,32.33,7,6.2,0,0,1,90.2
5.57,6.43,2,3.3,1,1,0,62.1
33.31,30.47,3,1.5,0,0,0,74.2
10.62,0.54,7,2.9,0,0,0,32.4
1.0,14.17,7,4.5,0,0,0,57.3
23.14,2.22,9,7.5,0,0,0,50.2
22.99,36.23,7,9.3,0,0,0,123.8
36.31,1.02,6,7.1,1,0,1,72.6
163.2,5.18,3,1.1,0,0,1,243.4
4.14,4.97,10,6.6,0,1,0,102.8
12.68,1.32,6,1.9,0,0,0,16.5
29.94,3.02,6,8.2,0,0,0,98.0
21.49,6.35,6,3.9,0,1,0,44.7
41.55,3.54,8,3.4,0,0,0,74.0
81.47,4.65,4,5.5,0,1,0,171.1
27.09,8.17,1,5.4,0,1,0,125.3
18.49,0.98,8,2.6,0,0,0,61.7
12.93,25.2,7,8.9,0,0,0,68.8
77.55,9.48,6,9.6,1,0,0,202.6
4.85,1.81,4,2.8,0,1,0,60.8
33.25,6.97,5,3.4,0,0,0,50.0
23.37,13.47,1,1.5,0,1,0,55.2
50.07,7.02,2,4.8,0,0,0,136.3
39.13,11.35,8,4.1,0,1,0,90.7
21.28,15.62,13,3.7,1,1,0,72.7
5.58,1.55,3,9.2,0,0,0,33.2
7.33,3.69,3,3.8,0,0,0,39.4
57.17,54.52,2,4.3,0,0,0,144.4
33.97,4.39,5,4.7,0,1,0,109.1
77.7,13.82,8,4.0,1,0,1,104.9
129.66,26.68,9,6.9,0,0,1,186.1
56.14,8.88,4,9.4,0,0,0,155.9
121.58,4.1,4,1.5,0,0,0,171.1
1.4,14.21,10,1.6,1,0,0,10.0
38.55,11.88,7,10.0,0,1,0,147.0
15.53,4.81,3,7.9,0,0,0,61.5
10.95,6.97,2,4.4,0,0,0,54.4
16.45,5.07,3,5.7,1,0,0,93.0
85.59,2.54,3,8.0,0,0,0,166.6
49.7,7.99,8,1.9,0,0,0,69.7
75.06,53.84,6,4.0,1,1,1,156.9
34.64,18.12,6,7.7,0,0,0,97.8
15.55,49.57,6,6.8,0,0,0,86.3
31.57,13.17,8,4.6,1,0,0,85.0
12.09,18.7,3,4.6,0,0,0,68.1
238.04,6.06,4,9.6,0,0,1,347.4
74.16,4.07,2,8.0,0,1,0,185.3
3.22,4.06,4,9.8,0,0,0,52.4
309.2,19.61,5,5.6,1,0,1,402.3
8.12,16.65,8,6.4,0,0,0,32.4
53.67,9.68,6,7.2,1,0,0,139.6
23.84,9.56,3,4.6,1,0,0,71.7
39.22,27.15,3,4.3,1,0,0,108.2
62.64,1.68,5,1.2,0,0,0,128.0
18.0,7.99,4,4.3,0,0,0,29.1
5.4,38.46,6,3.0,0,0,0,83.6
53.5,16.6,5,4.5,1,0,1,114.9
1.29,1.84,5,4.3,0,0,0,49.9
12.74,13.2,11,3.4,1,0,0,48.8
1.0,8.28,3,8.6,0,1,0,73.6
66.45,22.54,3,9.6,0,0,0,157.9
107.1,4.81,7,5.8,1,0,0,201.3
19.63,16.45,5,9.0,0,1,0,119.8
18.9,1.98,2,8.3,0,0,0,66.5
5.13,88.49,6,9.4,0,0,0,89.5
2.17,47.76,3,9.3,0,0,0,113.5
13.44,8.45,8,1.5,1,0,0,55.6
98.11,2.58,3,3.1,0,0,0,166.4
46.06,23.07,7,6.1,1,0,1,80.4
1.0,20.2,11,7.3,0,0,0,27.6
47.01,45.07,3,8.8,0,0,0,142.9
2.59,5.71,0,1.5,0,0,0,43.6
27.11,7.53,6,1.7,1,0,1,32.1
136.28,5.6,5,2.6,0,0,0,221.4
49.38,6.4,5,8.6,1,0,0,145.2
47.33,1.97,3,3.8,1,0,1,86.8
56.14,32.2,5,1.7,0,0,0,114.6
7.48,4.46,5,8.2,1,0,0,64.5
4.9,4.44,3,2.7,0,0,0,10.4
23.29,1.02,6,2.1,1,0,0,77.6
10.51,2.73,3,4.1,0,0,0,59.7
1.17,12.41,11,7.5,0,0,0,30.7
20.79,3.43,4,2.5,1,0,0,53.7
34.38,1.83,4,5.4,1,0,1,84.2
2.58,12.58,8,4.2,0,0,0,27.2
178.65,30.25,6,1.1,0,1,1,273.1
72.44,7.11,8,4.0,0,0,0,106.8
66.91,26.66,5,5.4,0,1,0,161.8
106.07,7.07,4,2.8,0,1,0,228.8
44.62,10.09,3,3.0,0,0,0,73.5
28.83,7.75,6,1.9,0,0,0,57.3
33.13,40.45,4,3.6,0,0,0,103.8
10.97,9.52,3,6.6,0,1,0,91.2
23.92,3.79,5,7.5,0,0,0,102.6
79.89,3.73,4,9.4,1,0,0,165.1
34.88,2.19,3,8.7,1,0,1,98.6
10.13,3.98,4,2.0,1,0,0,54.5
99.15,59.17,5,7.7,0,0,0,229.4
52.5,6.64,5,5.8,0,0,0,91.9
45.63,1.94,6,5.9,1,0,0,133.6
174.17,9.38,5,3.8,0,1,0,299.5
129.66,8.45,8,5.2,0,1,0,214.0
7.92,6.35,6,7.5,0,0,0,50.3
67.81,3.6,6,7.9,0,0,0,133.2
116.96,16.04,2,5.1,0,0,1,185.3
98.93,56.72,6,7.3,0,0,0,217.1
109.9,9.41,3,7.4,0,0,1,199.4
82.06,4.81,4,9.2,0,0,0,187.5
224.7,47.94,2,4.8,0,0,1,343.0
15.92,0.73,2,3.1,0,0,0,44.9
8.67,0.58,2,4.1,0,0,0,42.1
3.94,2.14,3,4.8,0,0,1,17.2
86.76,87.43,6,2.8,0,0,0,178.1
30.13,28.07,5,2.1,0,0,0,79.4
14.93,6.91,6,9.2,0,1,1,86.1
56.54,6.16,3,3.6,0,0,0,115.4
1.0,1.76,8,9.4,0,1,0,70.3
10.95,11.96,11,7.4,1,0,0,74.3
23.77,48.43,2,3.7,0,0,0,97.9
11.93,4.11,5,3.8,0,0,0,51.8
20.97,5.48,4,3.6,1,0,1,36.8
9.04,25.45,5,5.0,1,0,0,52.3
1.0,19.59,4,1.5,1,1,1,10.8
34.29,8.41,5,2.0,0,0,0,87.6
3.66,5.74,10,1.2,0,0,0,17.4
63.71,7.7,7,1.7,1,0,0,114.1
3.17,9.24,4,4.8,0,0,0,29.2
72.73,7.65,7,1.5,0,0,1,120.0
3.18,10.42,7,4.7,0,0,0,43.4
181.02,24.53,4,8.7,0,1,1,314.0
22.44,22.43,8,4.6,0,1,0,95.7
17.84,17.45,6,3.1,0,0,0,55.0
18.22,15.73,5,4.1,0,0,0,34.6
13.83,33.04,5,5.9,0,0,0,71.0
9.75,10.57,5,1.5,1,1,1,41.8
88.44,8.25,10,5.1,1,0,1,146.1
30.93,1.39,2,6.2,1,0,0,102.9
5.26,5.58,2,8.4,0,1,0,78.4
85.43,2.11,6,6.9,0,0,0,153.6
98.6,5.31,5,4.4,1,0,1,155.4
128.53,6.84,2,8.4,0,0,0,266.9
2.39,19.61,10,1.9,0,0,0,10.0
32.14,2.58,6,3.3,1,1,0,94.4
46.38,16.38,2,6.0,1,0,0,130.9
92.46,6.76,6,9.2,0,0,0,163.8
48.4,2.74,4,4.9,0,0,0,131.1
30.6,0.74,5,8.7,0,0,0,97.4
72.1,6.66,4,3.3,0,0,0,156.5
31.12,7.92,3,4.7,0,0,0,89.6
16.82,7.31,5,5.0,0,0,1,16.9
43.82,16.6,4,6.2,0,0,0,103.0
35.79,18.02,3,8.2,0,0,0,105.9
33.46,20.54,9,9.4,0,0,0,95.1
10.64,5.52,6,4.8,0,1,0,66.3
93.36,3.99,2,5.0,0,0,0,176.4
2.94,6.37,4,1.9,0,0,0,22.4
2.75,9.09,5,7.4,0,0,0,34.9
7.54,8.39,6,4.8,1,0,1,28.0
5.94,5.77,6,6.9,0,0,0,65.9
107.12,3.5,4,6.4,1,1,1,172.9
78.11,1.54,5,1.1,0,0,1,108.8
16.75,50.25,6,1.4,0,0,0,50.9
15.43,4.22,4,8.8,1,0,1,57.3
26.01,3.11,8,2.5,0,0,0,65.0
36.83,24.95,5,5.3,0,0,1,82.0
20.08,6.56,5,4.2,0,0,0,67.4
118.02,8.74,8,6.0,0,0,1,155.3
2.48,16.5,5,3.8,0,0,0,38.3
162.57,18.76,6,4.7,1,0,1,226.2
42.14,11.94,6,2.5,0,0,0,94.8
145.08,7.56,1,5.5,1,0,0,273.4
59.49,23.1,4,8.8,0,0,1,143.0
8.22,6.68,6,9.6,0,0,0,60.0
59.12,6.37,3,2.8,1,0,0,143.6
173.22,3.9,5,2.3,0,0,0,264.9
34.66,11.81,5,2.6,0,0,0,77.5
105.09,5.08,4,4.8,0,0,1,176.2
229.91,19.66,2,1.8,0,0,1,315.6
20.66,0.57,3,8.4,1,0,0,102.7
26.59,2.79,10,3.4,0,0,1,53.9
16.07,40.69,6,4.9,0,1,0,99.2
129.6,1.81,5,3.1,0,1,0,245.6
49.24,2.25,1,2.7,0,0,1,69.4
70.78,24.25,8,1.2,0,0,0,124.2
11.11,2.24,6,4.9,0,0,0,44.2
28.05,2.08,6,8.8,1,0,0,91.3
50.67,10.11,5,3.1,0,0,0,99.8
66.57,57.24,6,2.5,1,0,1,119.8
53.48,13.16,7,4.9,0,1,0,148.6
61.83,1.06,7,9.1,0,1,1,155.6
47.82,6.0,7,4.2,0,0,0,119.9
10.79,20.02,6,4.5,0,0,0,48.4
39.46,3.97,6,9.0,0,0,0,62.7
112.47,1.08,8,5.1,0,0,0,189.6
6.46,4.59,5,6.6,0,0,0,18.1
13.49,4.48,6,3.2,0,0,1,25.7
29.03,3.19,6,5.5,0,1,0,93.5
3.81,9.88,1,6.7,0,0,0,49.8
23.82,1.3,5,4.7,0,0,0,78.7
26.98,15.82,8,9.1,0,0,0,105.4
86.23,2.14,8,6.5,0,0,0,170.3
211.09,6.15,5,9.2,1,1,1,335.3
10.54,2.2,4,2.9,1,1,1,48.2
11.69,9.42,5,1.2,0,0,1,31.2
121.32,1.64,4,3.7,0,1,1,189.6
110.43,8.92,5,9.3,0,1,0,231.4
164.22,3.1,3,8.4,1,1,0,324.3
91.87,5.08,4,6.4,0,1,1,187.4
39.56,40.05,3,6.9,1,0,1,87.0
42.98,3.03,6,9.2,0,0,0,123.0
27.87,4.86,5,8.5,1,0,1,69.6
1.0,4.56,6,8.2,0,0,0,64.0
34.16,5.25,3,1.3,0,0,0,66.3
105.66,11.73,6,5.7,1,0,0,178.2
5.76,6.6,5,5.2,0,0,0,48.3
11.71,4.32,3,9.9,0,0,0,80.0
9.56,13.76,7,5.5,1,1,0,68.2
1.0,0.99,5,2.5,0,0,0,19.7
7.48,72.22,4,1.9,0,0,0,53.8
30.19,7.73,6,2.0,1,0,1,41.8
81.72,9.16,3,8.7,0,1,0,188.9
2.05,13.41,5,4.5,0,0,0,29.2
27.32,8.83,9,6.1,0,0,0,56.1
93.13,7.22,9,9.2,1,0,0,207.6
129.97,2.13,5,9.8,1,0,0,240.5
4.02,15.67,2,9.1,0,0,0,81.2
54.49,35.43,4,6.0,0,0,1,137.5
58.68,7.8,8,2.4,1,0,0,135.1
172.53,2.71,6,3.1,0,0,1,221.6
1.59,12.0,6,9.1,0,1,1,104.0
81.02,2.84,4,7.1,0,0,0,172.0
47.75,15.44,4,2.1,0,0,1,64.2
3.68,3.37,3,5.3,0,0,0,26.4
20.79,16.57,4,2.8,0,1,0,67.8
39.86,1.28,5,1.8,0,0,0,92.2
2.73,100.0,7,6.8,0,0,1,73.9
61.15,19.18,6,6.9,1,0,1,109.5
103.55,19.48,7,2.1,1,0,0,189.6
39.68,13.48,1,7.0,1,0,0,144.2
57.11,19.27,7,5.9,0,0,0,123.2
49.65,3.18,3,6.2,0,0,0,102.7
2.99,9.18,1,4.0,1,1,0,54.7
19.32,4.69,4,5.0,1,0,0,98.0
92.15,1.85,6,1.7,0,0,1,126.6
76.84,21.48,2,9.3,0,1,0,219.2
21.0,2.6,3,1.3,1,0,0,72.9
36.78,12.12,6,5.3,1,0,0,87.7
132.68,15.09,2,6.4,0,0,0,260.9
195.05,10.74,3,2.8,0,0,1,242.3
81.61,8.86,2,9.9,1,0,0,180.7
16.2,7.72,10,1.4,0,0,1,23.5
5.26,12.82,9,1.5,0,0,0,37.7
113.32,8.65,1,3.1,0,1,0,250.3
54.06,30.31,11,8.0,1,1,1,124.5
90.4,5.49,3,8.6,0,0,1,146.3
4.02,23.15,6,3.5,1,0,0,25.6
41.4,6.16,3,5.6,0,1,0,114.8
103.56,2.9,3,4.5,1,1,0,235.9
3.17,3.37,3,8.4,0,0,0,74.6
134.19,3.31,4,3.4,0,0,1,211.0
53.67,17.8,3,6.8,0,0,1,101.6
22.96,2.45,3,5.6,1,0,0,70.3
56.48,10.53,7,8.8,0,0,0,140.4
62.64,21.49,5,3.8,0,0,0,145.5
50.56,0.78,3,3.5,1,0,1,59.2
64.85,15.15,6,3.7,0,0,0,130.2
7.14,57.59,6,4.6,0,0,0,56.9
38.7,9.17,3,4.7,0,0,0,77.9
18.97,19.03,3,3.6,0,0,0,80.4
6.91,12.61,7,5.9,0,0,0,43.4
61.08,5.29,5,9.6,0,0,0,150.0
45.9,4.82,8,8.9,1,0,1,83.1
373.35,12.82,6,6.5,1,0,1,529.0
91.34,3.82,6,9.0,0,1,1,166.4
26.25,4.27,3,4.8,0,1,0,75.4
75.59,13.5,5,7.3,0,0,0,152.7
10.29,3.3,6,7.1,1,0,0,65.9
31.78,14.22,9,8.0,0,0,0,89.7
25.83,4.41,2,1.5,1,0,1,34.8
47.17,4.34,5,2.8,0,0,1,91.1
81.67,7.64,8,5.3,0,0,0,143.3
30.97,12.0,8,4.9,1,0,0,93.1
100.05,6.11,5,2.2,0,0,0,137.0
69.94,30.94,10,1.7,0,0,0,128.4
15.75,2.68,5,4.9,0,0,0,49.3
38.05,79.55,2,2.2,1,0,1,69.0
95.02,20.16,1,7.7,0,0,0,204.2
70.0,9.36,3,3.2,0,0,0,127.5
85.98,13.35,9,7.1,0,0,1,143.1
14.93,1.37,4,9.0,0,0,0,58.3
75.7,1.9,2,4.0,0,0,0,139.0
26.02,5.68,3,4.4,1,0,1,37.6
160.96,5.91,4,9.0,0,0,1,248.9
31.36,45.35,5,8.0,1,0,0,140.2
113.63,10.87,4,8.7,0,1,1,214.1
54.4,18.81,6,5.6,1,0,0,106.6
135.41,7.21,1,4.3,0,0,0,260.8
41.71,3.51,4,7.1,0,0,0,119.1
13.55,12.68,5,3.2,0,0,0,45.0
52.81,8.43,6,6.2,0,1,0,143.6
14.83,10.86,4,7.0,0,1,0,80.7
95.09,5.85,6,5.4,0,0,0,185.9
4.48,2.11,9,6.6,0,0,0,48.2
13.71,64.41,2,8.8,0,0,0,97.6
76.52,3.72,5,3.2,0,1,0,150.5
27.03,6.53,6,1.3,0,0,0,51.7
8.64,12.25,5,8.9,1,0,1,55.0
258.41,1.24,7,6.5,0,0,0,435.9
30.49,29.23,4,6.3,0,1,0,114.9
32.51,3.07,2,6.3,0,1,0,113.2
21.76,17.88,3,7.3,1,0,1,39.6
3.42,1.83,4,6.0,0,1,0,94.1
13.85,14.44,3,8.1,0,0,0,77.3
16.44,1.1,7,4.8,0,1,0,62.5
42.33,26.68,4,6.3,0,0,0,114.9
137.61,10.66,6,7.1,1,0,1,207.1
7.53,9.43,7,7.8,0,0,0,77.2
183.8,17.81,3,5.0,0,0,0,308.3
32.13,2.86,5,2.4,1,0,0,79.5
43.74,3.8,1,4.3,0,0,0,103.6
1.78,2.27,5,5.8,0,0,0,49.3
95.16,2.5,6,9.5,0,0,0,180.9
100.94,10.61,5,8.1,0,0,0,187.9
69.99,6.51,9,9.4,0,0,0,179.7
7.85,1.54,5,8.9,0,1,0,90.9
25.92,7.38,2,4.6,0,0,0,86.8
155.57,10.24,7,4.4,1,0,0,256.3
27.41,13.96,8,6.9,1,1,0,112.7
21.44,28.39,4,4.2,0,0,0,85.3
4.47,3.76,2,7.1,0,1,0,104.3
4.15,15.06,0,4.8,1,1,1,81.4
28.34,6.78,4,2.7,0,0,1,67.3
38.87,10.32,6,7.8,0,0,0,111.6
87.09,36.89,5,2.1,1,0,1,122.5
118.84,2.58,5,2.4,1,0,0,215.8
25.52,27.47,2,3.1,1,0,0,109.9
92.72,23.66,4,5.7,0,0,0,193.3
39.23,4.52,7,6.8,0,0,0,110.4
179.96,14.96,4,2.2,0,0,1,284.4
132.39,6.44,5,4.1,0,0,1,194.0
62.44,1.57,7,6.7,0,0,0,119.2
10.49,3.92,4,4.6,1,0,0,55.5
129.27,5.75,4,2.2,0,1,0,244.6
6.21,13.53,5,5.9,0,1,0,80.0
85.29,2.04,4,6.9,0,1,0,174.9
34.09,4.49,10,1.4,0,0,1,40.9
47.27,3.3,4,5.5,0,0,0,120.7
102.51,6.6,5,5.0,1,0,1,153.2
78.76,46.85,3,1.1,0,1,0,164.6
3.01,0.71,5,5.1,1,0,0,37.1
23.1,7.15,9,6.1,0,1,0,76.0
176.1,12.33,6,3.1,0,0,1,241.5
22.0,8.14,5,1.3,0,1,0,85.5
81.86,36.67,7,2.1,0,1,0,182.6
65.19,11.95,3,9.7,0,0,1,122.7
156.25,9.38,4,4.6,1,0,0,244.4
149.61,2.41,2,3.2,0,1,0,242.4
30.56,23.16,7,5.9,0,0,0,79.9
12.93,2.67,3,8.2,0,0,0,69.2
17.91,9.98,7,4.9,1,0,0,62.3
17.45,2.1,7,8.8,0,0,0,89.8
49.7,43.0,1,9.1,1,0,0,179.0
22.86,8.21,10,6.7,1,0,0,123.7
101.3,24.37,5,6.0,1,0,1,173.6
17.96,16.95,5,1.2,0,0,0,76.4
230.86,8.44,7,6.3,1,0,1,330.4
54.33,15.93,5,5.7,0,0,0,118.9
21.98,7.18,3,2.8,1,0,0,38.9
44.09,0.59,2,2.6,0,1,0,115.4
22.44,2.57,6,9.6,1,0,0,98.9
36.21,16.06,1,8.2,1,0,0,126.1
37.32,3.55,7,3.0,0,1,0,77.1
72.47,6.23,4,7.1,0,0,0,152.5
29.6,12.62,7,5.5,0,1,0,104.3
148.45,8.32,5,8.6,0,0,1,224.9
5.18,1.8,9,2.7,1,1,0,36.8
19.36,1.9,7,1.9,0,0,0,21.3
68.72,9.39,8,6.6,0,0,0,127.4
45.35,22.2,4,1.3,0,0,0,95.7
6.62,43.27,6,9.0,1,0,0,110.5
84.04,52.11,6,9.5,1,1,0,235.3
54.55,13.02,5,5.2,0,0,0,98.8
43.85,20.38,7,6.3,0,0,0,105.1
104.41,13.42,3,6.4,0,0,0,188.6
89.88,2.96,1,4.2,0,1,0,171.5
19.0,2.66,3,1.9,0,0,0,54.0
39.35,8.29,4,4.3,1,0,0,99.1
98.04,22.09,5,5.0,0,0,0,187.6
3.35,3.46,4,10.0,1,0,0,47.3
19.92,7.04,4,7.9,1,0,0,100.0
24.6,16.07,11,9.8,0,0,0,97.5
15.9,6.83,2,6.6,0,0,0,40.9
35.51,7.67,10,4.6,1,1,0,131.5
79.53,24.66,10,4.8,0,0,0,154.8
32.66,100.0,4,7.1,0,0,1,128.1
2.18,2.14,4,8.1,1,1,0,101.9
96.15,6.72,2,5.7,1,0,1,181.5
11.47,56.05,2,1.1,0,0,0,49.6
28.23,8.23,6,3.9,0,0,0,75.7
1.04,3.44,2,7.5,0,0,0,60.9
28.95,13.2,5,1.8,0,0,0,59.0
23.47,6.76,9,2.0,1,0,0,41.3
17.06,2.03,2,9.4,0,0,0,81.3
138.44,4.9,3,1.1,1,0,1,187.5
56.7,15.92,6,8.2,0,1,1,118.8
123.52,3.53,4,4.1,1,0,1,179.9
31.43,11.74,4,8.5,0,1,0,154.8
36.3,72.91,4,3.8,1,0,0,143.1
148.66,2.38,7,6.8,0,0,0,260.5
30.6,5.86,3,7.4,1,0,0,92.2
1.58,11.74,5,1.8,0,1,0,55.4
51.81,10.35,4,8.4,0,1,1,132.9
11.03,12.05,6,9.8,0,1,0,106.9
153.29,6.41,7,1.6,0,0,0,234.9
3.6,13.52,3,3.3,0,0,0,10.0
113.92,4.93,7,4.8,1,0,1,150.1
7.83,4.32,5,1.2,0,1,1,41.7
14.92,6.13,3,6.0,0,0,0,41.6
8.25,29.49,6,3.6,0,0,0,49.7
20.26,5.72,8,7.3,0,0,1,73.9
5.64,35.71,4,6.5,1,1,0,87.2
23.45,1.65,8,6.7,1,1,0,107.0
18.57,23.42,4,7.4,0,0,0,73.5
67.73,24.51,5,7.4,0,0,0,142.4
47.24,6.75,3,2.9,1,1,0,163.5
57.51,53.39,3,1.8,0,0,0,94.9
33.73,7.3,4,3.1,0,0,0,65.4
95.89,14.08,4,8.9,0,0,0,228.3
21.83,2.7,5,1.2,0,0,0,42.5
25.74,9.39,6,9.0,1,0,1,41.2
5.08,3.15,2,3.1,0,0,0,24.8
347.73,0.74,6,7.2,0,0,1,478.1
30.09,25.35,6,2.4,1,1,1,94.2
123.65,9.97,3,2.5,0,0,0,201.8
95.76,25.06,7,9.2,0,1,0,235.2
15.01,7.96,3,8.5,0,0,0,96.2
34.79,1.38,4,1.9,0,1,0,76.2
44.36,11.11,7,9.7,0,1,1,125.6
93.21,10.36,8,3.7,0,0,0,167.7
5.12,4.42,3,2.1,1,0,0,37.3
88.08,5.86,4,2.3,1,0,1,115.5
5.94,11.94,9,9.2,1,0,0,61.5
29.79,5.46,4,2.7,0,0,1,49.1
99.08,9.59,5,2.8,0,1,0,156.6
13.31,8.1,7,4.1,0,0,0,39.6
2.37,6.57,2,5.7,0,0,0,34.0
2.45,5.15,4,8.7,0,0,0,40.9
10.47,1.32,4,2.8,1,0,0,53.5
38.94,2.89,4,7.7,0,0,0,107.6
111.69,5.58,5,7.1,0,0,1,167.6
61.71,1.43,12,4.9,1,1,0,183.1
81.72,2.77,4,8.0,1,1,1,188.2
14.16,12.79,3,4.4,0,0,0,58.7
24.1,3.92,5,7.7,0,0,0,71.4
37.15,14.1,5,1.7,0,0,0,85.7
22.91,17.21,9,5.4,1,0,1,34.8
69.78,1.29,7,7.4,0,1,0,156.5
175.94,54.73,7,4.1,0,0,0,306.0
73.3,5.76,6,5.6,1,1,1,133.2
140.81,1.81,5,9.1,0,0,1,235.9
192.19,19.49,3,2.3,0,0,0,323.5
19.38,7.86,4,7.3,1,0,0,78.8
47.87,0.66,2,1.2,0,0,0,71.9
72.7,3.48,5,6.5,0,0,1,111.4
48.25,3.93,11,8.9,0,0,0,95.5
45.61,20.97,8,6.2,1,0,1,74.7
22.97,4.45,6,5.3,0,0,0,101.3
37.77,4.39,3,2.8,1,0,0,60.9
20.83,11.34,3,3.4,0,1,0,88.9
12.79,5.33,8,9.7,0,0,0,93.3
23.91,5.29,3,3.0,0,0,0,97.1
25.49,26.16,3,2.5,0,0,0,52.5
7.79,9.62,6,5.3,1,1,0,59.9
33.52,3.68,9,3.8,0,0,0,59.6
50.66,31.43,7,5.5,0,0,0,130.2
5.5,39.61,5,5.5,1,1,0,71.5
37.87,14.52,7,8.9,0,0,0,139.7
4.6,14.93,3,8.9,0,0,0,47.1
96.94,17.05,4,2.7,0,0,0,179.4
26.28,6.51,5,3.7,1,0,0,66.4
13.93,27.15,5,3.8,0,0,0,47.7
23.7,5.35,6,7.4,1,0,0,99.7
52.76,5.57,3,8.5,1,1,1,152.7
32.47,2.05,8,7.4,0,0,0,81.7
46.18,2.53,3,3.0,1,0,0,114.7
45.31,4.43,6,5.4,0,0,0,109.9
59.44,4.86,6,5.9,0,0,0,110.5
134.43,5.6,8,5.8,0,0,1,202.9
52.91,55.84,3,8.3,1,0,0,149.2
9.01,5.48,3,3.6,0,0,0,58.1
30.47,8.86,12,1.2,0,0,0,47.2
10.57,1.27,3,9.4,0,0,0,80.8
7.34,3.41,2,2.7,0,0,0,27.6
68.23,2.27,5,1.8,1,0,1,86.2
8.44,23.01,3,4.3,1,0,0,71.7
75.9,10.3,9,7.0,0,0,0,139.5
36.95,3.84,8,8.5,1,1,0,125.3
27.58,23.14,4,7.2,0,0,0,106.6
103.32,13.72,2,7.7,0,0,1,179.9
115.16,29.4,3,7.1,0,0,1,199.4
12.13,9.79,8,7.0,0,0,0,43.0
80.48,51.93,4,8.6,0,0,1,170.4
46.56,1.37,5,2.7,0,0,0,111.0
34.29,9.48,4,1.6,1,0,1,47.7
13.58,10.51,6,6.6,0,1,0,70.7
81.12,2.87,5,7.4,0,1,0,161.8
106.59,11.07,9,1.2,0,0,1,142.8
